idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Multiple services using Keploy (API chaining),Integrate contract testing capabilities into Keploy for testing multiple services via API chaining. Implement functionality for recording tests and mocks for all related microservices simultaneously. Automated change management for API chains.,"['Golang', ' REST APIs', ' Contract Testing', ' E2E Testing']",Medium,350 hours,Keploy,https://github.com/keploy/gsoc/tree/main/2024,https://summerofcode.withgoogle.com/media/org/keploy/txoec8qr8fyegtmv-360.png,9
VScode and other IDE extension,Develop VS Code and IntelliJ extensions for Keploy. Enhance UX by managing Keploy's CLI operations within the extension. Enable the extension to act as a client for seamless API calls to Keploy. Create an intuitive UI with widgets and buttons for user-friendly interaction.,"['Javascript', ' Golang', ' Node.js', ' NPM', ' HTML', ' CSS', ' Web Technologies']",Medium,350 hours,Keploy,https://github.com/keploy/gsoc/tree/main/2024,https://summerofcode.withgoogle.com/media/org/keploy/txoec8qr8fyegtmv-360.png,9
Add support for Windows native,Deploy IP Routing for Windows to reroute network traffic. Develop a TCP server for processing HTTP and HTTPS requests. Integrate dependency parsers. Implement logic to simulate incoming calls using the transparent proxy. Implement TLS support for outgoing calls.,"['Golang', ' C']",Medium,350 hours,Keploy,https://github.com/keploy/gsoc/tree/main/2024,https://summerofcode.withgoogle.com/media/org/keploy/txoec8qr8fyegtmv-360.png,9
Implementing a React UI Console for Test Generation demonstration,Design a user-friendly interface in React showcasing Keploy's test generation capabilities. Implement test record and replay features. Showcase automatic test generation. Provide clear documentation and tutorials within the UI.,"['React', ' Typescript', ' NextJs', ' TailwindCSS']",Hard,350 hours,Keploy,https://github.com/keploy/gsoc/tree/main/2024,https://summerofcode.withgoogle.com/media/org/keploy/txoec8qr8fyegtmv-360.png,9
Cutter,Improving usability and user experience,['C++ and Qt framework basics'],Advanced,175 hours,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,9
Plugins and Python High Level API,Improving the public C++ and Python interface of Cutter,"['C++ and Python languages', ' Qt framework']",Advanced,175 hours,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,9
Multi-Tasking and Event-driven architecture,"C++ for Cutter, C for Rizin, Qt framework",['Advanced'],350 hours,,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,3
Heap viewer completion,Complete Cutter’s implementation of the windows heap widget,['C++ and Qt framework'],Medium,175 hours,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,9
Diffing mode,Expose basic rz-diff features in the Cutter,"['C++ language', ' Qt framework']",Medium,175 hours,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,9
RzIL uplifting migration,"C and bits of C++, basics of program analysis",['Medium'],350 hours,,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,3
Debugger improvements and portability,Add missing architectures to the native debugger,['Advanced'],175 hours,,Rizin,https://rizin.re/gsoc/2024/#project-ideas,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,3
"Designing and implementing ways for Fineract to generate APIs compliant with open banking, open finance, and open payment initiatives and their corresponding API specifications. Ways for Fineract and Payment Hub EE to consume the APIs/standards for these initiatives.",The POC would consist of designing and implementing ways in which Fineract could generate APIs that are compliant with these specifications and most importantly ways for Fineract and our Payment Hub EE to consume the APIs/standards for these initiatives.,"['Java', ' Android', ' Kotlin', ' Mobile Development', ' Enterprise Architecture']",High,Long-term,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Implementing Fineract CN for managing deposit accounts,"Intern will implement the front-end UI screens for the Fineract CN web UI for various functionalities and use cases such as creating new customers, accounts, products, initiating transactions, and updating to the latest stable version of Angular.","['Javascript', ' CSS', ' HTML5', ' Angular', ' Bootstrap']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Mifos Mobile 6.0 - Mobile Banking App,"Extending the mobile banking app to provide an omni-channel banking experience, integrating with RocketChat for customer support, and migrating to Kotlin for multi-platform development.","['Android Development', ' Kotlin', ' Jetpack Compose', ' Coroutines', ' Hilt', ' MVVM', ' Unit Testing', ' SQL', ' Git']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Payment Hub EE - Replicable Mobile Money Connectors,"Building a highly flexible integration engine and orchestration layer to connect to new mobile money APIs, focusing on making the process of building a connector more replicable.","['Web Services', ' Java', ' SQL', ' JavaScript', ' Git', ' Spring']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
GSMA Mobile Money API Connector,"Building a Java transformation layer to connect to the GSMA Mobile Money API and Mojaloop API, extending the work started in 2019.","['Web Services', ' Java', ' SQL', ' JavaScript', ' Git', ' Spring', ' Rest']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Fix Critical Vulnerabilities in Apache Fineract 1.x,"Analyzing and fixing critical vulnerabilities and bugs in the code base using tools like Jlint, Findbugs, SonarQube, and TOIF.","['Java', ' SQL', ' JavaScript', ' Git', ' Apache POI']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Online Banking App 5.0 - Customer Loan Management Portal,"Creating a version of the online banking app focused on lending use cases, providing a customer-facing loan management portal.","['Angular Development', ' SQL', ' Java', ' JavaScript', ' Git', ' HTML', ' CSS']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Ad Hoc Reporting Module/Business Analytics (OLAP),"Developing ETL scripts to create OLAP cubes in MySQL, integrating with Saiku Analytics for ad hoc reporting.","['Database Management Systems', ' MDX', ' SQL']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Adding MobileNet SSD in mlpack models repository,"MobileNet SSD is a method for object detection that can be combined with MobileNet for low-resource devices. The project aims to add MobileNet SSD to the model repository and make it usable on the coco dataset. Tasks include reading research articles, exploring existing implementations, adding integration tests, and writing documentation.","['Familiarity with NN algorithms', ' analyzing results with plotting tools', ' hacking around mlpack ANN codebase']",Easy to Medium,Large project (~350 hours),mlpack,https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,https://summerofcode.withgoogle.com/media/org/mlpack/gs9xn22l8vefyvhh-360.png,26
Adding Yolo v3-Tiny in mlpack models repository,"Yolo v3-Tiny is an object detection method designed for embedded systems. The project involves adding Yolo v3-Tiny to the model repository and making it usable on the coco dataset. Tasks include reading scientific articles, exploring existing implementations, adding integration tests, and writing documentation.","['Familiarity with NN algorithms', ' analyzing results with plotting tools', ' hacking around mlpack ANN codebase']",Easy to Medium,Large project (~350 hours),mlpack,https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,https://summerofcode.withgoogle.com/media/org/mlpack/gs9xn22l8vefyvhh-360.png,26
XGBoost implementation in mlpack,"Implementing the XGBoost algorithm inside mlpack to improve machine learning models. Tasks include creating user-facing bindings, comparisons with reference implementation, benchmarks, profiling, and optimizations.","['Deep understanding of decision trees', ' random forests', ' or gradient boosting algorithms', ' familiarity with XGBoost']",Between 4/10 to 6/10,Medium (~175 hours) and Large project (~350 hours),mlpack,https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,https://summerofcode.withgoogle.com/media/org/mlpack/gs9xn22l8vefyvhh-360.png,50
Procedural Generated Reinforcement Learning Environments,"Creating environments that generate on the fly for reinforcement learning algorithms. Tasks include demonstrating algorithm usage, creating a C++ API for communication, and hosting the game on lab.mlpack servers.","['C++ (Intermediate level)', ' familiarity with game engines', ' socket programming', ' reinforcement learning codebase']",6.5/10,Medium (~175 hours) and Large project (~350 hours),mlpack,https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,https://summerofcode.withgoogle.com/media/org/mlpack/gs9xn22l8vefyvhh-360.png,50
Develop a customizable and easy-to-deploy boilerplate based on the principles and features of Brasil Participativo,Provide organizations with a tool to create participatory platforms tailored to their needs,"['Ruby on Rails', ' open source community best practices']",intermediate,350 hours,LAPPIS,https://lappis-unb.github.io/gsoc.lappis.unb/,https://summerofcode.withgoogle.com/media/org/lappis/o9wx8njgmzlcug4n-360.png,9
The collective power of multiple communities: Integrating the Empurrando Juntas tool with Decidim,"EJ is a powerful tool for social participation, designed to collect opinions and facilitate collaboration. By integrating EJ with Decidim, we can harness the collective power of multiple communities, enabling more inclusive and impactful decision-making processes.","['Ruby on Rails', ' open source community best practices', ' machine learning']",intermediate,175 hours,LAPPIS,https://lappis-unb.github.io/gsoc.lappis.unb/,https://summerofcode.withgoogle.com/media/org/lappis/o9wx8njgmzlcug4n-360.png,9
Implement a mapping participatory component in Brasil Participativo,"Political digital participation encompasses various methods, ranging from conventional public consultations and polls to more innovative approaches like submitting and voting on proposals. This project aims to fill this gap by implementing a mapping component in Brasil Participativo.",['Ruby on Rails development. Optional: plugin architecture (development of a gem)'],intermediate,175 hours (we have the mentors also implementing part of the solution),LAPPIS,https://lappis-unb.github.io/gsoc.lappis.unb/,https://summerofcode.withgoogle.com/media/org/lappis/o9wx8njgmzlcug4n-360.png,70
Improving the performance of Brasil Participativo Platform,Decidim faces significant performance challenges when operating at scale. This project aims to address these performance issues by analyzing performance logs and implementing potential solutions.,['nan'],hard/difficult,350 hours (we have the mentors also implementing part of the solution),LAPPIS,https://lappis-unb.github.io/gsoc.lappis.unb/,https://summerofcode.withgoogle.com/media/org/lappis/o9wx8njgmzlcug4n-360.png,70
Jetpack Compose for Multi-Module MVVM Architecture,"This project focuses on migrating to Jetpack Compose and supporting Kotlin Multi-Platform. Tasks include updating dependencies, rewriting the network layer using coroutines, migrating XML features to Jetpack Compose, implementing multi-module MVVM, adding Kotlin Multi-Platform support, updating CI/CD, integrating Google Playstore API, and updating documentation.","['Android', ' Kotlin', ' Jetpack Compose', ' navigation-compose', ' MVVM', ' coroutines', ' Flow', ' multi-module architecture']",High,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Expand Unit Testing Coverage of Fineract with Cucumber Testing Framework,"The goal is to expand unit testing coverage across the Fineract platform by converting integration tests to unit tests and writing new unit tests. Tasks include implementing the Cucumber framework, refining test data set, converting integration tests to unit tests, and implementing reporting for test coverage.","['Cucumber', ' Java', ' Spring']",High,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Functional Enhancements to Mobile Wallet for G2P Use Cases,"The project aims to refine the Mobile Wallet to be a strong reference implementation for G2P use cases. Tasks include integrating the latest version of Payment Hub EE, incorporating new design library, migrating XML to Jetpack Compose, updating the wallet framework, and improving security framework integration.","['Android development', ' Java', ' Kotlin', ' Jetpack Compose', ' Rest', ' SQL', ' Git']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Integrate Fineract Client with Workflow Engine,"The project focuses on creating an external integration with a workflow engine using the Fineract REST API. Tasks include selecting a workflow engine, building adapters, and transforming BPMN into Fineract REST API calls.","['Java', ' BPMN']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Extend and Evolve UI Library of common components across all Mobile Apps,"This project aims to implement new designs across customer-facing apps to provide a consistent look and feel. Tasks include refining design standards, creating a repository for UI elements, developing core UI components using Jetpack Compose, and documenting the UI library usage.","['Android Development', ' Kotlin', ' Java', ' Jetpack Compose', ' XML', ' Git']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Implement Kubernetes Operator for Mifos/Fineract and/or PH-EE,"The goal is to improve the deployability of key projects by implementing a Kubernetes operator. Tasks include gathering learnings on Kubernetes operators, choosing components to move to an operator, and creating adapters for specific API calls.","['Docker', ' Kubernetes', ' Jenkins', ' Bash', ' Java - Spring', ' PostgreSQL', ' MariaDB', ' Cassandra', ' TDD With JUnit 4', ' Gradle']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
LAM (Large Action Model) for Fineract (AI),This project aims to use LLMs to determine user intent and fulfill actions in Mifos/Fineract applications using Selenium. Tasks include using LLMs to fulfill user commands via prompts.,"['Python', ' LLM (Llama2 or similar)', ' Selenium']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Generative AI to Improve Mifos Documentation,The project focuses on using Generative AI to create a Transformer for Q&A with organization documentation. Tasks include training LLM on technical and user documentation sources.,"['Hugging Face transformer', ' Llama2 or similar', ' Colab']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Fraud & Risk Management & Transaction Monitoring POC (AI),"The project aims to work on a proof of concept integration between Mifos/Fineract and Payment Hub EE for fraud detection and transaction monitoring using generative AI. Tasks include exploring generative AI for anomaly detection, adaptability, data augmentation, unsupervised learning, and behavioral analysis.","['Python', ' AI', ' Generative AI', ' Fraud Detection', ' Transaction Monitoring']",Large,350 hours,The Mifos Initiative,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,9
Animated interactive ggplots,Create animated interactive ggplots using R,['R programming'],Intermediate,175 or 350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,16
Time-dependent constraints in gfpop,Implement time-dependent constraints in gfpop using JavaScript,['JavaScript'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
C++ dirichletprocess improvements,Improve dirichletprocess in C++,['C++ programming'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
Updates in VedicDateTime R Package,Make updates to the VedicDateTime R Package,['R programming'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
data.table,Contribute to the data.table package,['R programming'],Intermediate,175 or 350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,16
imputeTestbench for multivariate time series,Develop imputeTestbench for multivariate time series in R,['R programming'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
arctosr: An interface to the Arctos Database for R,Create an interface to the Arctos Database for R,['R programming'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
RetirementAnalytics,Contribute to RetirementAnalytics project,"['Python', ' R']",Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
ExpectedReturns Factor Creation and Feature Engineering,Work on ExpectedReturns Factor Creation and Feature Engineering project,"['Python', ' R']",Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
FactorFactory: Financial Factor Replication,Port FactorFactory to SAS/STATA,['SAS/STATA programming'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
glyph map for visualizing spatio-temporal data,Develop a glyph map for visualizing spatio-temporal data,['Unknown'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
Interactive graphics for the tourr package using python,Create interactive graphics for the tourr package using Python,['Python'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
Converting Sweave to Rmarkdown using texor package,Convert Sweave to Rmarkdown using texor package,['R programming'],Intermediate,350 hours,R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,9
Enhancing the R Dev Container,Enhance the R Dev Container using Lua,['Lua programming'],Intermediate,"90, 175 or 350 hours",R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,20
Supporting Migration from XML Package,Support migration from XML Package using bash,['Bash scripting'],Intermediate,"90, 175 or 350 hours",R project for statistical computing,https://github.com/rstats-gsoc/gsoc2024/wiki/table%20of%20proposed%20coding%20projects,https://summerofcode.withgoogle.com/media/org/r-project-for-statistical-computing/7regeqcjh95nenso-360.png,20
Version Constraint Resolution (fpm),"The current decentralized package system in fpm allows dependencies to be fetched via a git repository URL. As part of this, a git tag or commit can be given to require a specific version of a dependency. There is however no way of specifying version compatibility requirements (e.g. >= 1.0.0, < 2.0.0) and no way to resolve such requirements across a dependency tree. This project will involve: Defining a manifest syntax for version compatibility matching Implementing support in fpm for solving a set of version compatibility constraints A possible approach would be to interface with an existing satisfiability solver such as: libsolv: interface via iso_c_binding as a separate fpm package See also: existing options for version matching syntax: conda npm cargo Expected outcomes: Implemented a working version constraint mechanism in fpm","['Fortran programming', ' experience with one or more build systems']",Intermediate,350 hours,Fortran-lang,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Project-ideas,https://summerofcode.withgoogle.com/media/org/fortran-lang/ay9se7mc6vgdwgbn-360.png,9
Build Process Enhancements (fpm),"Fortran Package Manager (fpm) is pivotal for long-term Fortran success. This GSoC project aims to improve fpm’s build process by improving dependency detection, optimizing linking, implementing shared libraries, ensuring safe concurrent builds, and introducing external Makefile generation. The project will address the following tasks: Dependency Detection: Enhance fpm’s dependency detection to minimize rebuilds by parsing or hashing module/submodule files or parsing procedure interfaces in module files. fpm should not rebuild dependencies to a module whose public interface has not changed. Linking Optimization: Replace one-liner linking with static libraries to prevent line buffer overflow in Windows builds. Shared Library Implementation: Introduce support for shared library targets for project flexibility. Safe Concurrent Builds: Implement file locking for safe concurrent invocations, especially during OpenMP builds, to prevent data corruption. External Makefile Generation: Enable generation of external Makefiles akin to cmake -G for advanced project configuration. Expected Outcomes: Enhanced dependency tracking and reduced rebuild times. Improved reliability in linking, particularly in Windows. Increased project versatility with shared library support. Safer concurrent builds through file locking. Greater project configuration flexibility with external Makefile generation.","['Fortran programming', ' experience with one or more build systems']",Intermediate,175 hours,Fortran-lang,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Project-ideas,https://summerofcode.withgoogle.com/media/org/fortran-lang/ay9se7mc6vgdwgbn-360.png,9
Extended Testing Support (fpm),"The aim of this project is to create a manifest specification to provide defaults to executable targets in fpm projects. Information can be passed as environment variables, command-line arguments or as a runner. Desired features include: Programs should have a way to find resources of which the relative position within the project source directory is known. The current binary directory to access other targets within a project. Default runners like mpirun/cafrun or scripts from test frameworks should be usable to launch programs. A general syntax to define environment variables and command-line arguments should be defined. Some features should be implemented directly in fpm, while more elaborated functionality could be implemented in a separate fpm package as an official Fortran-lang fpm package. Expected outcomes: fpm has broader and deeper testing functionality",['Fortran programming and writing unit tests'],Easy,175 hours,Fortran-lang,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Project-ideas,https://summerofcode.withgoogle.com/media/org/fortran-lang/ay9se7mc6vgdwgbn-360.png,9
Export build order and compile_commands.json (fpm),fpm has the ability to automatically determine the build order of a project's source files. This information is valuable to third party tools such as language servers and code analysis tools. The goal of this project is to export the build order of a project's source files in the compile_commands.json. The second leg of this project is to implement the full syntax of compile_commands.json as described in the Clang documentation. This would bring fpm a step closer to being compatible with other build tools. Expected outcomes: fpm will export a complete compile_commands.json file.,"['Fortran programming', ' experience with one or more build systems']",Hard,350 hours,Fortran-lang,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Project-ideas,https://summerofcode.withgoogle.com/media/org/fortran-lang/ay9se7mc6vgdwgbn-360.png,9
Support of external third-party preprocessors,"Adding support for external third-party preprocessors is important for fpm due to the additional flexibility they provide when building complex packages. In particular, the Fortran-lang stdlib project exploits the powerful fypp preprocessor for code generation and the support of fypp by fpm is required for stdlib to eventually be compatible as an fpm package. This project will require to: Modify fpm to optionally invoke a third-party preprocessor before compiling sources; Extend the current manifest syntax of fpm for defining preprocessor variables in a preprocessor-independent manner, if necessary; Extend the current manifest syntax of fpm for specifying a third-party preprocessor and the corresponding file suffixes, if necessary; Passe defined preprocessor variables to built-in preprocessors if necessary; Third-party preprocessors should be specified on a per-project basis, i.e. multiple preprocessors might be required, and fpm should be able to report useful errors for missing third-party preprocessors. Expected outcomes: fpm has a working preprocessing capability","['Fortran', ' C', ' or Python programming', ' experience using one or more preprocessors']",Easy,175 hours,Fortran-lang,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Project-ideas,https://summerofcode.withgoogle.com/media/org/fortran-lang/ay9se7mc6vgdwgbn-360.png,9
Improve Responsiveness for OpenELIS 3x,"The new OpenELIS React Front end needs to display correctly on different screen sizes ie Large ( Desktop ) and medium ( Tablet ) . The objective of this project is to improve the responsiveness of OpenELIS 3x , ensuring a seamless user experience across various devices and screen sizes","['React ', ' Typescript ', ' Javascript ', ' Carbon Design System']",350 hours,Medium,OpenELIS Global,https://docs.openelis-global.org/en/latest/gsoc,https://summerofcode.withgoogle.com/media/org/openelis-global/k6rnzk3hcktzabst-360.png,6
Enhanced Search Functionality for OpenELIS,"This project aims to enhance the search capabilities within the OpenELIS system , providing users with a more effiecient way for retrieving vital information efficiently . We would need to Integrate a Search Engine library For indexing key coulmns and providing a faster way to Search Results","['Java ', ' Spring']",350 hours,Medium,OpenELIS Global,https://docs.openelis-global.org/en/latest/gsoc,https://summerofcode.withgoogle.com/media/org/openelis-global/k6rnzk3hcktzabst-360.png,6
Improve Integration Tests Coverage,The current Service Layer Integration tests only cover a few components .This project aims to Improve Integration Tests Coverage for the critical components with in the application .Integration tests play a pivotal role in validating the interactions between various modules and ensuring the seamless functioning of the entire system,"['Java ', ' Spring ', ' J-Unit']",350 hours,Medium,OpenELIS Global,https://docs.openelis-global.org/en/latest/gsoc,https://summerofcode.withgoogle.com/media/org/openelis-global/k6rnzk3hcktzabst-360.png,6
Improve E2E Tests Coverage,"The Current E2E tests have a very low test coverage and are not very stable . This project is dedicated to improve the End-to-End ( E2E ) testing coverage for the New React front end and ensuring robust validation of the entire application workflow . E2E tests play a critical role in verifying the seamless interaction between various components , ensuring that the application functions as expected from the user 's perspective","['react ', ' cypress']",350 hours,Medium,OpenELIS Global,https://docs.openelis-global.org/en/latest/gsoc,https://summerofcode.withgoogle.com/media/org/openelis-global/k6rnzk3hcktzabst-360.png,6
Rewite Admin Page components from JSP to React,"Most of the current Admin page Functionalities are still on the old JSP UI . This project aims at re-writing key admin components from JSP to React including User management , Organization Management and Provider Management Admin Functionalities migrated to the new React UI","['react ', ' TypescripT ', ' java ', ' Spring ', ' REST']",350 hours,Medium,OpenELIS Global,https://docs.openelis-global.org/en/latest/gsoc,https://summerofcode.withgoogle.com/media/org/openelis-global/k6rnzk3hcktzabst-360.png,6
Add Support for User UI Notifications,This projects aims at adding support for User Notifications in the new Front End ie when critical Orders and Results are made . This will require creating a generic Notification framework that can support adding any kind of System Notifications whenever needed,"['react ', ' Typescript ', ' java ', ' Spring ', ' REST']",175 hours,Easy,OpenELIS Global,https://docs.openelis-global.org/en/latest/gsoc,https://summerofcode.withgoogle.com/media/org/openelis-global/k6rnzk3hcktzabst-360.png,4
