name,description,tagline,website_url,source_code,ideas_link,contributor_guidance_url,license,logo_url,categories,tech_tags,topic_tags,contact_links,direct_comm_methods,social_comm_methods,ideas_link_type,ideas_link_file,ideas_link_word_count
CCExtractor Development,"CCExtractor Development is the creator of the de-facto captions extraction tool - CCExtractor. It is the one tool that is free, portable, open source and community managed that can take a recording from a TV show and generate an external subtitle file for it.

If you regularly watch content with subtitles you download from fan sites - you should know that the source file is most likely generated by CCExtractor. If you are a student in a university that uses subtitles for natural language study, you should know that most likely we are involved somehow.

While we already support subtitles from North America, Europe, Australia and more, our world map is not yet complete. We are actively looking for students that want to help us fill the gaps. We also want to automate many of the processes that are currently done manually, such as achieving perfect sync, our media file management.

In addition to continuously evolve our core tool, we have a growing number of new projects: support, AI, rclone, cloud, flutter, peer-to-peer and a few more that are starting to take shape.

The best part is - students have flexibility of choosing projects from a wide range of topics & technologies and even propose their own. We provide exceptional resources for students. Read more about the perks on our website.

We’re very excited to take part in GSoC for the 9th time. Most of our past students are still involved and are active in the community, which simply goes on to show how friendly and approachable is the environment. If you want to be a part of such community and help achieve our goals, come join our Slack group or mailing list!","TV, Rust, Flutter, Linux, VR and C. In any order.",https://www.ccextractor.org,https://github.com/CCExtractor,https://ccextractor.org/docs/ideas_page_for_summer_of_code_2024/,https://ccextractor.org/docs/ideas_page_for_summer_of_code_2023/#your-proposal,GPL-2.0,https://summerofcode.withgoogle.com/media/org/ccextractor-development/xjqt8fksfnyqyqrd-360.png,"End user applications, Media","c, linux, rust, flutter","vr, linux, video, subtitles, mobile","https://ccextractor.org/public/general/support/, gsoc@ccextractor.org, https://groups.google.com/g/ccextractor-dev","https://ccextractor.org/public/general/support/, gsoc@ccextractor.org, https://groups.google.com/g/ccextractor-dev",,Webpage,CCExtractor Development.txt,3814
MoveIt,"MoveIt is the most widely used software for robotic manipulation and has been used on over 150 robots. It is released under the terms of the BSD license, and thus free for industrial, commercial, and research use.

By incorporating the latest advances in motion planning, manipulation, 3D perception, kinematics, control and navigation, MoveIt is state of the art software for mobile manipulation.",Moving robots into the future,https://moveit.ros.org,https://github.com/ros-planning/moveit2,https://moveit.ros.org/events/2024-google-summer-of-code/,https://moveit.ros.org/events/2024-google-summer-of-code/#tips-for-writing-a-successful-google-summer-of-code-application-for-moveit,BSD-3-Clause,https://summerofcode.withgoogle.com/media/org/moveit/zmatlwnrrfqcdsjo-360.png,"Science and medicine, Other","python, ros, c++, rust","robotics, motion planning, trajectory generation, kinematics","henningkayser@picknik.ai, https://moveit.ros.org/blog/",henningkayser@picknik.ai,https://moveit.ros.org/blog/,Webpage,MoveIt.txt,1156
Neutralinojs,"Neutralinojs is a lightweight and portable desktop application development framework. It lets you develop lightweight cross-platform desktop applications using JavaScript, HTML, and CSS. You can extend Neutralinojs with any programming language (via extensions IPC) and use Neutralinojs as a part of any source file (via child processes IPC).",Lightweight cross-platform desktop app framework,https://neutralino.js.org,https://github.com/neutralinojs,https://github.com/neutralinojs/gsoc2024,https://neutralino.js.org/docs/contributing/framework-developer-guide/,MIT,https://summerofcode.withgoogle.com/media/org/neutralinojs/thloxs47w1aa1uts-360.png,"Web, Development tools","c, javascript, node.js, c++, typescript","desktop, framework, cross-platform, Application Development","https://discord.gg/cybpp4guTJ, neutralinojs@gmail.com, https://twitter.com/NeutralinoJs","https://discord.gg/cybpp4guTJ, neutralinojs@gmail.com",https://twitter.com/NeutralinoJs,Webpage,Neutralinojs.txt,1646
CERN-HSF,"CERN-HSF (High-Energy Physics Software Foundation) is the umbrella organization for high-energy physics-related projects in GSoC. The HEP Software Foundation (http://hepsoftwarefoundation.org/) facilitates the coordination of common international efforts in high-energy physics software and computing.

CERN (European Organization for Nuclear Research, https://home.cern) has participated in GSoC since 2011 as the CERN-SFT group, which provides common software for CERN's experiments. In 2017, the program expanded to include many software projects from the whole field of high-energy physics. The vast majority of our GSoC projects do not require any physics knowledge.

The experiments at CERN, such as the Large Hadron Collider, the world’s largest and most powerful particle accelerator (http://home.cern/topics/large-hadron-collider) try to answer fundamental questions about the Universe. For example, what is the nature of mass? What are the elementary building blocks of the Universe? What was the early Universe like? What is the nature of dark matter and dark energy? Why is there an asymmetry between matter and antimatter? In 2012, LHC experiments announced the discovery of a new particle, the Higgs Boson, that helps explain how particles obtain mass. Also, CERN is the birthplace of the World Wide Web. Today, particle physicists are working on analyzing the data from the experiments to study the properties of the newly discovered particle and to search for new physics, such as dark matter or extra dimensions. This requires a lot of sophisticated software.

The open-source high-energy physics projects to which students can contribute during GSoC span many high-energy physics software projects: data analysis, detector and accelerator simulation, event reconstruction, data management and many others. We look forward to your contributions!",Umbrella for Particle Physics-related projects,http://hepsoftwarefoundation.org/activities/gsoc.html,https://github.com/HSF,https://hepsoftwarefoundation.org/gsoc/2024/summary.html,https://hepsoftwarefoundation.org/activities/gsoc.html#for-students,LGPL-3.0,https://summerofcode.withgoogle.com/media/org/cern-hsf/cjus658sjzba5zhg-360.png,"Science and medicine, Artificial Intelligence","python, c/c++, data analysis, artificial intelligence, container orchestration","machine learning, big data, algorithmics, particle physics, Performance Optimisation","hsf-gsoc-admin@googlegroups.com, https://twitter.com/hepsoftfound",hsf-gsoc-admin@googlegroups.com,https://twitter.com/hepsoftfound,Webpage,CERN-HSF.txt,411
Wikimedia Foundation,"Wikimedia strives to bring about a world in which every single human being can freely share in the sum of all knowledge; through various projects, chapters, and the support structure of the non-profit Wikimedia Foundation. Wikimedia officially supports 13 projects, including Wikipedia, the seventh most popular site on the internet. Wikipedia receives over 20 billion global page views every month and is available in over 300 languages. The tech behind it ensures that our projects are fast, reliable, and open to all. We design and build the open-source technology that powers Wikimedia projects from hosting Wikipedia to creating edit-checking artificial intelligence (AI). Community volunteers and Foundation technologists collaborate on MediaWiki, which makes sharing free knowledge possible. Read more about Wikimedia on our homepage: https://wikimediafoundation.org/",Bringing free educational content to the world,http://wikimediafoundation.org/,https://gerrit.wikimedia.org/r/,https://www.mediawiki.org/wiki/Google_Summer_of_Code/2024,https://www.mediawiki.org/wiki/Google_Summer_of_Code/Participants#Application_process_steps,GPL-2.0,https://summerofcode.withgoogle.com/media/org/wikimedia-foundation-nd/2e6sdwa8tksr5sg2-360.png,Web,"javascript, html, php, css, Phyton","semantic web, wikipedia, wikimedia, mediawiki, i18n","https://wikimedia.zulipchat.com/#narrow/stream/419476-Gsoc24-Outreachy28, https://twitter.com/wikimediatech",https://wikimedia.zulipchat.com/#narrow/stream/419476-Gsoc24-Outreachy28,https://twitter.com/wikimediatech,Webpage,Wikimedia Foundation.txt,2142
C2SI,"The Ceylon Computer Science Institute (C2SI) conducts research in various domains, including security, artificial intelligence, mobile applications, cloud computing, and software tools. Our research aims to create computing solutions by identifying low-cost methodologies and strategies that promote sustainability. Currently, C2SI is at a pivotal stage in its evolution, having secured high donor confidence, as evidenced by multiple foreign-funded projects. The institute focuses on developing sustainable computing solutions that leverage low-cost computing and communication technologies, particularly for developing and emerging regions worldwide. We have developed several affordable and sustainable ICT solutions, with a special focus on the needs of the developing world. These solutions are briefly described in the projects section.",C2SI develops FOSS softwares for everyone!!!,https://c2si.org/,https://github.com/c2siorg,https://c2si.org/gsoc/,https://docs.google.com/document/d/e/2PACX-1vREmzfBRMW1QmehqstK9v094j1t6IvPA5qbvj8MOV7x2wQETcn-AsnhzCaOuO12ltltwBh_cpoRj7pi/pub,Apache-2.0,https://summerofcode.withgoogle.com/media/org/c2si/35pwh3uirrpdctn8.png,"Security, Artificial Intelligence","python, java, go, nodejs, tensorflow","security, cloud, ai, mobile, software","gsoc@c2si.org, https://join.slack.com/t/c2si-org/shared_invite/zt-2c4enytwh-ONEWumBjZC5hbUOAmBDP8A, https://groups.google.com/g/c2si-community, https://blog.c2si.org, https://twitter.com/c2si_org, https://www.facebook.com/c2si.org/","gsoc@c2si.org, https://join.slack.com/t/c2si-org/shared_invite/zt-2c4enytwh-ONEWumBjZC5hbUOAmBDP8A, https://groups.google.com/g/c2si-community","https://blog.c2si.org, https://twitter.com/c2si_org, https://www.facebook.com/c2si.org/",Webpage,C2SI.txt,2859
Blender Foundation,"Blender is a free and open source 3D creation suite, providing individuals and small teams a complete pipeline for 3D graphics, modeling, animation and games.

Blender is being made by 100s of active volunteers from all around the world; by studios and individual artists, professionals and hobbyists, scientists and students, vfx experts and animators, and so on.  All of them are united by an interest to have access to a fully free/open source 3D creation pipeline. Blender Foundation supports and facilitates these goals - even employs a staff for that - but fully depends on the online community to achieve it.",The Freedom to Create,https://www.blender.org,https://projects.blender.org/blender/blender,https://developer.blender.org/docs/programs/gsoc/ideas/,https://developer.blender.org/docs/programs/gsoc/,GPL-2.0,https://summerofcode.withgoogle.com/media/org/blender-foundation/vdfgx9yyygdjjvym-360.png,"End user applications, Media","c, python, opengl, c++, vulkan","games, graphics, 3d, rendering, animation","https://devtalk.blender.org/c/contributing-to-blender/summer-of-code/15, https://blender.chat/channel/gsoc-2024, https://devtalk.blender.org/c/contributing-to-blender/summer-of-code/15","https://devtalk.blender.org/c/contributing-to-blender/summer-of-code/15, https://blender.chat/channel/gsoc-2024",https://devtalk.blender.org/c/contributing-to-blender/summer-of-code/15,Webpage,Blender Foundation.txt,2835
Uramaki LAB,"The RUXAILAB is an open-source organization dedicated to democratizing usability evaluation by providing users with various tools supported by artificial intelligence for remote usability testing. Among our offerings is a platform designed for User Tests and Heuristic Tests, enabling users to analyze data and generate comprehensive reports.

Our mission is to eliminate the need for expensive software licenses or equipment to establish a usability lab. We envision a cloud-based solution accessible to professionals worldwide, allowing them to launch their own labs at zero cost.

With the aid of AI, we've developed numerous solutions, including an eye-tracking system for user testing, a semi-automated tool for prototyping virtual reality environments in 2D, and heatmap analysis for advanced data extraction.

Join us in expanding our toolkit and enhancing existing tools to strengthen our community bonds!",The User Experience LAB based on IA,https://github.com/ruxailab,https://github.com/ruxailab,https://github.com/ruxailab/gsoc/blob/main/ideas2024.md,https://github.com/ruxailab/gsoc/tree/main,MIT,https://summerofcode.withgoogle.com/media/org/uramaki-lab/pr3ivuk0zg7lhgj1-360.png,"End user applications, Artificial Intelligence","python, javascript, html, css, Firebase","Usability, User Evaluation, Heuristic Evaluation, Eye Tracking, Sentimental Analysis","https://github.com/ruxailab/RUXAILAB/issues, uramakilab@gmail.com, https://github.com/ruxailab/RUXAILAB/discussions","https://github.com/ruxailab/RUXAILAB/issues, uramakilab@gmail.com",https://github.com/ruxailab/RUXAILAB/discussions,Webpage,Uramaki LAB.txt,879
stdlib,"stdlib is a standard library for JavaScript and Node.js with an emphasis on numerical and scientific computing applications. The project aims to provide functionality similar to NumPy and SciPy for use in JavaScript environments with special consideration for the unique constraints and opportunities afforded by the Web. stdlib is primarily written in JavaScript, C, and Fortran.",The fundamental numerical library for JavaScript,https://stdlib.io,https://github.com/stdlib-js/stdlib,https://github.com/stdlib-js/google-summer-of-code/blob/main/ideas.md,https://github.com/stdlib-js/google-summer-of-code,Apache-2.0,https://summerofcode.withgoogle.com/media/org/stdlib/7ornclj6w5zz9fca-360.png,"Science and medicine, Data","c, javascript, node.js, typescript","mathematics, web, scientific computing, numerical computing, statistics","https://gitter.im/stdlib-js/stdlib, https://twitter.com/stdlibjs",https://gitter.im/stdlib-js/stdlib,https://twitter.com/stdlibjs,Webpage,stdlib.txt,7493
The Julia Language,"The Julia Language is an open-source, high level, and dynamic language built to be easy to use like Python while having speed near C++. As an umbrella organization, we house projects related to core Julia (the language) as well as packages from the broader Julia ecosystem.",A fresh approach to technical computing,https://julialang.org,https://github.com/JuliaLang/julia,https://julialang.org/jsoc/projects/,https://julialang.org/jsoc/guidelines/,MIT,https://summerofcode.withgoogle.com/media/org/the-julia-language/49fck3n7j5aqnpwu-360.png,"Programming languages, Artificial Intelligence","machine learning, julia, data science, compilers, garbage-collection","math, machine learning, science, data science, graphs","https://julialang.org/slack/, https://discourse.julialang.org, https://twitter.com/JuliaLanguage, https://julialang.org/blog/","https://julialang.org/slack/, https://discourse.julialang.org","https://twitter.com/JuliaLanguage, https://julialang.org/blog/",Webpage,The Julia Language.txt,492
Open Chemistry,"The Open Chemistry project is a collection of open source, cross platform libraries and applications for the exploration, analysis and generation of chemical data. The organization is an umbrella of projects developed by long-time collaborators and innovators in open chemistry such as the Avogadro, Open Babel, RDKit and cclib projects. These projects have been downloaded over 1,000,000 times and cited in over 2,000 academic papers. Our goal is to improve the state of the art, and facilitate the open exchange of chemical data and ideas while utilizing the best technologies from quantum chemistry codes, molecular dynamics, informatics, analytics, and visualization.",Advancing Open Source & Open Science for Chemistry,https://openchemistry.org/,https://github.com/openchemistry/,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://wiki.openchemistry.org/Applying_to_GSoC,BSD-3-Clause,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,"Science and medicine, End user applications","python, javascript, opengl, c++, c++14","data science, graphics, scientific visualization, cheminformatics, quantum chemistry","https://public.kitware.com/mailman/listinfo/openchemistry-developers, https://twitter.com/openchem",https://public.kitware.com/mailman/listinfo/openchemistry-developers,https://twitter.com/openchem,Webpage,Open Chemistry.txt,3728
Ceph,"An open-source storage platform that implements storage on a single distributed computer cluster and provides a 3-in-1 interface for object-, block- and file-level storage.",The Future of Storage,https://ceph.io/en/,https://github.com/ceph,https://ceph.io/en/developers/google-summer-of-code/,https://docs.ceph.com/en/latest/dev/developer_guide/,LGPL-2.1,https://summerofcode.withgoogle.com/media/org/ceph/rvqqprqtyq0rfrcc-360.png,"Data, Infrastructure and cloud","python, javascript, c++","distributed systems, Software-Defined-Storage","https://ceph.io/en/community/connect/, https://join.slack.com/t/ceph-storage/shared_invite/zt-1n8yigss2-yYg099VlTiGMCLIziG_h4Q, https://ceph.io/en/news/blog/, https://twitter.com/ceph","https://ceph.io/en/community/connect/, https://join.slack.com/t/ceph-storage/shared_invite/zt-1n8yigss2-yYg099VlTiGMCLIziG_h4Q","https://ceph.io/en/news/blog/, https://twitter.com/ceph",Webpage,Ceph.txt,582
Open Robotics,"Support the  development, distribution, and adoption of open source software for use  in robotics research, education, and product development.",Open source software for robotics,https://www.openrobotics.org/,https://github.com/ros2,https://github.com/osrf/osrf_wiki/wiki/GSoC24,https://github.com/osrf/osrf_wiki/wiki/GSoC24#application-template-for-students,Apache-2.0,https://summerofcode.withgoogle.com/media/org/open-robotics/6pg3nwfpieq1qmqw-360.png,"End user applications, Infrastructure and cloud","ros, gazebo, ignition, Open-RMF","robotics, simulation, fleet management","gsoc@openrobotics.org, https://www.openrobotics.org/blog, https://twitter.com/OpenRoboticsOrg, https://discourse.ros.org/, https://discord.com/invite/RtJeHT8mXQ",gsoc@openrobotics.org,"https://www.openrobotics.org/blog, https://twitter.com/OpenRoboticsOrg, https://discourse.ros.org/, https://discord.com/invite/RtJeHT8mXQ",Webpage,Open Robotics.txt,2669
Plone Foundation,"Plone is a Python-based CMS built with workflow and security at the forefront. It is developed by a world-wide community and uses modern technologies and techniques. It comes with a complete API and a React-based frontend. Also home to Guillotina.io, a full stack data framework, and the Zope and ZODB object database.","Python-based CMS, with React front-end.",https://plone.org,https://github.com/plone,https://plone.org/community/gsoc/2024,,GPL-2.0,https://summerofcode.withgoogle.com/media/org/plone-foundation/wivpatiziuhidzjw-360.png,Web,"python, javascript, react","web, cms","https://community.plone.org/t/recommendations-for-gsoc-aspirants/16301/1, gsoc@cleanclothes.org, https://twitter.com/plone","https://community.plone.org/t/recommendations-for-gsoc-aspirants/16301/1, gsoc@cleanclothes.org",https://twitter.com/plone,Webpage,Plone Foundation.txt,1131
The Rust Foundation,"The Rust Project is a group of developers and maintainers who build and support the Rust programming language. Organised into teams, they develop new features and mantain the Rust language, its compiler and standard library, and also all kinds of infrastructure that supports Rust. This application is being made by the Rust Foundation, the legal entity for the Rust Programming language, working in close association with representatives from the Rust Project.",A language empowering everyone,https://www.rust-lang.org,https://github.com/rust-lang/rust,https://github.com/rust-lang/google-summer-of-code,https://github.com/rust-lang/google-summer-of-code/blob/main/proposal-guide.md,MIT,https://summerofcode.withgoogle.com/media/org/the-rust-foundation/pplrhxvka7dufvsn.png,Programming languages,"python, rust","compilers, programming languages","https://rust-lang.zulipchat.com/#narrow/stream/421156-gsoc, https://blog.rust-lang.org/, https://twitter.com/rustlang",https://rust-lang.zulipchat.com/#narrow/stream/421156-gsoc,"https://blog.rust-lang.org/, https://twitter.com/rustlang",Webpage,The Rust Foundation.txt,4002
BeagleBoard.org,"Enabling individuals to define the connected devices in their lives, BeagleBoard.org is the open-source, community-driven hardware precursor to Raspberry Pi, continuing to improve performance, access and openness for embedded development. The community is diverse with many professional developers utilizing the open source designs to build production solutions. Supported by a non-profit foundation, the community seeks to improve access to technology for making embedded devices using open source software and hardware. On-going developments include open designs around DSP/AI/ML accelerators, RISC-V cores, FPGA-based open hardware developement, software-defined radios, robotics/motor control, privacy-oriented personal servers, musical instruments, lighting displays, and open standards that simplify and clarify embedded systems technology.",Open hardware computing for educators and makers,https://www.beagleboard.org,https://openbeagle.org,https://bbb.io/gsocideas,https://bbb.io/gsoc,GPL-2.0,https://summerofcode.withgoogle.com/media/org/beagleboardorg/4w6td6bjy31ei9v2-360.png,"Science and medicine, Infrastructure and cloud","linux, fpga, risc-v, dsp, Zephyr RTOS","robotics, iot, ai, software defined radio, Personal Server","https://bbb.io/gsocchat, https://bbb.io/gsocml, gsoc@beagleboard.org, https://twitter.com/beagleboardorg, https://www.beagleboard.org/blog","https://bbb.io/gsocchat, https://bbb.io/gsocml, gsoc@beagleboard.org","https://twitter.com/beagleboardorg, https://www.beagleboard.org/blog",Webpage,BeagleBoard.org.txt,752
MariaDB,"MariaDB Foundation is the non-profit organization behind MariaDB Server, the fastest growing open source databases. MariaDB Foundation's mission is to ensure the continuity of the MariaDB Server code as well as foster and facilitated collaboration within the MariaDB ecosystem. As part of GSoC, MariaDB Foundation seeks to bring more developers into the MariaDB Server (and related projects) code base.",The fastest growing Open Source Database,https://mariadb.org,https://github.com/MariaDB/server,https://mariadb.com/kb/en/google-summer-of-code-2024/,https://mariadb.org/gsoc2022-instructions/,GPL-2.0,https://summerofcode.withgoogle.com/media/org/mariadb/0nbzguld3ntsgeqv-360.png,Data,"python, javascript, c/c++, perl, databases","Database Engines, SQL Features","https://mariadb.zulipchat.com/, https://launchpad.net/~maria-developers, https://mariadb.com/kb/en/mailing-lists/","https://mariadb.zulipchat.com/, https://launchpad.net/~maria-developers, https://mariadb.com/kb/en/mailing-lists/",,Webpage,MariaDB.txt,1487
Kiwix,"Kiwix provides copies of websites that can be browsed offline. We run scrapers that will crawl a given website and compress it into a single .zim archive (based on the openZIM format). <br/><br/>

The zim files can then be stored locally and read on the fly by Kiwix in such a way that the user experience is similar to being online. <br/><br/>

We can fit the entirety of Wikipedia on a regular Android phone, but there are more than 7,000 zim files available in 100+ languages, mostly focused on educational content (e.g. Wikipedia, StackOverflow, Khan Academy, etc.).

<br/><br/>

Kiwix runs on all platforms (Linux, Windows, Android, etc.) and has around 10-12 million users worldwide, in pretty much any place you can think of that has limited or no connectivity: prisons, rural schools, refugee camps, even Antarctic bases!
<br/><br/>
Our big challenge is to make it as easy as possible to access or share offline content.",Internet content available offline.,https://www.kiwix.org,https://www.github.com/kiwix,https://kiwix.org/en/google-summer-of-code/,https://kiwix.org/en/writing-your-google-summer-of-code-application/,GPL-3.0,https://summerofcode.withgoogle.com/media/org/kiwix/b6zuffwiyoulh0ku-360.png,"End user applications, Other","python, c++, nodejs, kotlin, vue.js","offline, browser, compression","contact+gsoc@kiwix.org, https://join.slack.com/t/kiwixoffline/shared_invite/zt-c5fgl342-VDYtm7fwY6w0BAeBqYxIGg, https://twitter.com/KiwixOffline","contact+gsoc@kiwix.org, https://join.slack.com/t/kiwixoffline/shared_invite/zt-c5fgl342-VDYtm7fwY6w0BAeBqYxIGg",https://twitter.com/KiwixOffline,Webpage,Kiwix.txt,1128
PEcAn Project,"Climate change science has witnessed an explosion in the amount and types of data that can be brought to bear on the potential responses of the terrestrial carbon cycle and biodiversity to global change. Many of the most pressing questions about global change are not necessarily limited by the need to collect new data as much as by our ability to synthesize existing data. This project specifically seeks to improve this ability. Because no one measurement provides a complete picture, multiple data sources must be integrated in a sensible manner. Process-based models represent an ideal framework for integrating these data streams because they represent multiple processes at different spatial and temporal scales in ways that capture our current understanding of the causal connections across scales and among data types. Three components are required to bridge this gap between the available data and the required level of understanding: 1) a state-of-the-art ecosystem model, 2) a workflow management system to handle the numerous streams of data, and 3) a data assimilation statistical framework in order to synthesize the data with the model.",Develop and promote tools for ecosystem modeling,https://pecanproject.github.io/,https://github.com/pecanproject/pecan,https://pecanproject.github.io/gsoc_ideas.html,https://pecanproject.github.io/gsoc.html,NCSA,https://summerofcode.withgoogle.com/media/org/pecan-project/kijyzllr7r1g0ukz-360.png,"Science and medicine, Data","r, docker, api, geospatial","data science, ecosystem models, scientific visualization, climate science, Ecological Forecasting,","https://join.slack.com/t/pecanproject/shared_invite/enQtMzkyODUyMjQyNTgzLWEzOTM1ZjhmYWUxNzYwYzkxMWVlODAyZWQwYjliYzA0MDA0MjE4YmMyOTFhMjYyMjYzN2FjODE4N2Y4YWFhZmQ, https://twitter.com/PEcAnProject",https://join.slack.com/t/pecanproject/shared_invite/enQtMzkyODUyMjQyNTgzLWEzOTM1ZjhmYWUxNzYwYzkxMWVlODAyZWQwYjliYzA0MDA0MjE4YmMyOTFhMjYyMjYzN2FjODE4N2Y4YWFhZmQ,https://twitter.com/PEcAnProject,Webpage,PEcAn Project.txt,1833
GNU Compiler Collection (GCC),"The GNU Compiler Collection (GCC) is an optimizing compiler produced by the GNU Project supporting various programming languages, hardware architectures and operating systems. It includes front-ends for C, C++, D, Objective-C, Fortran, Ada, and Go, as well as libraries for these languages (such as libgcc and libstdc++). Modula-2, Cobol and Rust front-ends are under development too.  GCC includes support for OpenMP, OpenACC and Static Analysis.",GNU compilers,https://gcc.gnu.org/,https://gcc.gnu.org/git.html,https://gcc.gnu.org/wiki/SummerOfCode,https://gcc.gnu.org/wiki/SummerOfCode,GPL-3.0,https://summerofcode.withgoogle.com/media/org/gnu-compiler-collection-gcc/kpspl59nyj0hoxlr-360.png,"Programming languages, Development tools","c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization","https://gcc.gnu.org/mailman/listinfo/gcc, https://gcc.gnu.org/wiki/GCConIRC, https://gcc-rust.zulipchat.com/login/, https://twitter.com/gnutools","https://gcc.gnu.org/mailman/listinfo/gcc, https://gcc.gnu.org/wiki/GCConIRC, https://gcc-rust.zulipchat.com/login/",https://twitter.com/gnutools,Webpage,GNU Compiler Collection (GCC).txt,6271
AFLplusplus,"We are dedicated to provide the most effective fuzzing frameworks. Our work includes AFL++, the most effective and flexible fuzzer, and libafl, a library to build your own fuzzer with the most modern techniques and technologies.",State of the art fuzzing for better security,https://aflplus.plus,https://github.com/AFLplusplus,https://github.com/AFLplusplus/LibAFL/issues/119,,Apache-2.0,https://summerofcode.withgoogle.com/media/org/aflplusplus/dw8yelaswljerorz-360.png,Security,"llvm, rust, fuzzing, qemu","fuzzing, ci","afl@aflplus.plus, https://twitter.com/aflplusplus",afl@aflplus.plus,https://twitter.com/aflplusplus,GitHub Issues,AFLplusplus.txt,1933
SymPy,SymPy is a Python library for symbolic mathematics. It aims to become a full-featured computer algebra system (CAS) while keeping the code as simple as possible in order to be comprehensible and easily extensible. SymPy is written entirely in Python.,SymPy is a Python library for symbolic mathematics,https://www.sympy.org/,https://github.com/sympy/sympy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://github.com/sympy/sympy/wiki/GSoC-Student-Instructions,BSD-3-Clause,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,Science and medicine,"python, numpy, jupyter","mathematics, physics, symbolic mathematics",https://groups.google.com/g/sympy,https://groups.google.com/g/sympy,,Webpage,SymPy.txt,15473
TARDIS RT Collaboration,"TARDIS is a tool that creates synthetic observations (spectra) for exploding stars (supernovae). 

A supernova marks the brilliant death throes of a star, during which it outshines its entire galaxy. Through their explosive stellar death, supernovae enrich the Universe with new elements necessary for the formation of planets and life as we know it. From the iron in your blood to the silicon in your laptop, supernovae are responsible for producing many important elements from the primordial hydrogen and helium left over from the Big Bang.

TARDIS provides a link between theory and observations: by creating synthetic spectra from theoretical assumptions and comparing these to observations, we can both interpret data and test models for why, when and how supernova explosions occur.
We, the community around TARDIS, are interested in combining astronomy, computer science, statistics and modern software design to build a tool that is useful both in research and teaching alike (with supporting documentation that would, in theory, allow anyone to recreate the project from scratch). Please join us on https://gitter.im/tardis-sn/gsoc.",Exploring supernovae made easy,https://tardis-sn.github.io,https://github.com/tardis-sn,https://tardis-sn.github.io/summer_of_code/ideas/,https://tardis-sn.github.io/summer_of_code/gsoc_home/,BSD-3-Clause,https://summerofcode.withgoogle.com/media/org/tardis-rt-collaboration/0ocxr3jw3fwdloye-360.png,Science and medicine,"python, numba, numpy, jupyter, pandas","visualization, big data, simulation, astrophysics","https://gitter.im/tardis-sn/gsoc, https://twitter.com/tardis_sn",https://gitter.im/tardis-sn/gsoc,https://twitter.com/tardis_sn,Webpage,TARDIS RT Collaboration.txt,1693
OpenStreetMap,"OpenStreetMap is a crowdsourcing project that creates and distributes free geographic data for the world. Our data is collected by hundreds of thousands of contributors around the globe and released with an open-content license. We allow free access not only to our map products, but all the underlying map data, which powers websites and apps used by billions of people worldwide.

OSM data can be freely used in both open and closed source software, and has attracted many commercial users. Still, the success of OSM wouldn't be possible without open source software and volunteer developers. The database, website and api running on our own servers, the editing tools used by contributors to improve the map, and many of the most popular libraries and end-user applications within the OSM software ecosystem are all open source software, and developed through a community-driven process.

As our Google Summer of Code participation spans this diverse set of software projects, most of which are maintained as independent efforts under the OSM umbrella, contributors will encounter a wide range of programming languages, paradigms and use cases. We hope that we have interesting challenges to offer for any developer, no matter their background!",Create and distribute free geodata for the world,https://www.openstreetmap.org/,https://github.com/openstreetmap/,https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2024/Project_ideas,https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2024,GPL-2.0,https://summerofcode.withgoogle.com/media/org/openstreetmap/ihw4tczyumj0yx81-360.png,"Data, End user applications","javascript, java, c++","databases, web, routing, ui, geodata","https://community.openstreetmap.org/, https://blogs.openstreetmap.org/",https://community.openstreetmap.org/,https://blogs.openstreetmap.org/,Webpage,OpenStreetMap.txt,2192
MIT App Inventor,"MIT App Inventor is a free, open source web app that anyone can use to build mobile apps. It has been used by over 8 million people worldwide who have built more than 30 million apps. It is available in twelve different languages and used by people from ages 13 and up.",Anyone can build apps with global impact.,http://appinventor.mit.edu,https://github.com/mit-cml/appinventor-sources,https://github.com/mit-cml/appinventor-sources/wiki/Google-Summer-of-Code-2024,https://github.com/mit-cml/appinventor-sources/wiki/Google-Summer-of-Code-2024,Apache-2.0,https://summerofcode.withgoogle.com/media/org/mit-app-inventor/8ppq0spvr3j3gx8q-360.png,"Development tools, Artificial Intelligence","javascript, java, gwt, swift","education, development tools, android, ios","https://community.appinventor.mit.edu, https://appinventor.mit.edu/explore/blog",https://community.appinventor.mit.edu,https://appinventor.mit.edu/explore/blog,Webpage,MIT App Inventor.txt,2010
